PID,TIME,%CPU,%MEM,USER,COMMAND
1,00:00:11,0.0,0.0,root,systemd
2,00:00:00,0.0,0.0,root,kthreadd
3,00:00:00,0.0,0.0,root,rcu_gp
4,00:00:00,0.0,0.0,root,rcu_par_gp
9,00:00:00,0.0,0.0,root,mm_percpu_wq
10,00:00:08,0.0,0.0,root,ksoftirqd/0
11,00:04:59,0.0,0.0,root,rcu_sched
12,00:00:00,0.0,0.0,root,migration/0
13,00:00:00,0.0,0.0,root,idle_inject/0
14,00:00:00,0.0,0.0,root,cpuhp/0
15,00:00:00,0.0,0.0,root,cpuhp/1
16,00:00:00,0.0,0.0,root,idle_inject/1
17,00:00:06,0.0,0.0,root,migration/1
18,00:00:08,0.0,0.0,root,ksoftirqd/1
21,00:00:00,0.0,0.0,root,cpuhp/2
22,00:00:00,0.0,0.0,root,idle_inject/2
23,00:00:01,0.0,0.0,root,migration/2
24,00:00:08,0.0,0.0,root,ksoftirqd/2
27,00:00:00,0.0,0.0,root,cpuhp/3
28,00:00:00,0.0,0.0,root,idle_inject/3
29,00:00:08,0.0,0.0,root,migration/3
30,00:00:07,0.0,0.0,root,ksoftirqd/3
33,00:00:00,0.0,0.0,root,kdevtmpfs
34,00:00:00,0.0,0.0,root,netns
35,00:00:00,0.0,0.0,root,rcu_tasks_kthre
36,00:00:00,0.0,0.0,root,kauditd
38,00:00:00,0.0,0.0,root,khungtaskd
39,00:00:00,0.0,0.0,root,oom_reaper
40,00:00:00,0.0,0.0,root,writeback
41,00:00:00,0.0,0.0,root,kcompactd0
42,00:00:00,0.0,0.0,root,ksmd
43,00:00:01,0.0,0.0,root,khugepaged
90,00:00:00,0.0,0.0,root,kintegrityd
91,00:00:00,0.0,0.0,root,kblockd
92,00:00:00,0.0,0.0,root,blkcg_punt_bio
93,00:00:00,0.0,0.0,root,tpm_dev_wq
94,00:00:00,0.0,0.0,root,ata_sff
95,00:00:00,0.0,0.0,root,md
96,00:00:00,0.0,0.0,root,edac-poller
97,00:00:00,0.0,0.0,root,devfreq_wq
98,00:00:00,0.0,0.0,root,watchdogd
101,00:00:19,0.0,0.0,root,kswapd0
102,00:00:00,0.0,0.0,root,ecryptfs-kthrea
104,00:00:00,0.0,0.0,root,kthrotld
105,00:00:00,0.0,0.0,root,irq/122-pciehp
106,00:00:00,0.0,0.0,root,irq/123-aerdrv
107,00:00:00,0.0,0.0,root,irq/124-aerdrv
108,00:00:00,0.0,0.0,root,acpi_thermal_pm
111,00:00:00,0.0,0.0,root,vfio-irqfd-clea
115,00:00:00,0.0,0.0,root,ipv6_addrconf
124,00:00:00,0.0,0.0,root,kstrp
143,00:00:00,0.0,0.0,root,charger_manager
189,00:00:00,0.0,0.0,root,scsi_eh_0
190,00:00:00,0.0,0.0,root,scsi_tmf_0
191,00:00:00,0.0,0.0,root,nvme-wq
192,00:00:00,0.0,0.0,root,nvme-reset-wq
193,00:00:00,0.0,0.0,root,nvme-delete-wq
